"birdID","Sex","Lifespan","Yr","Mated","Terrs","Poccup","Pfledge","Fledge"
"5","M","2","1",1,"43",0.494217427051107,0.57947552834361,2
"8","M","1","1",1,"20",0.328983384348456,0.445781556888393,4
"17","M","5","1",1,"55",0.525654927500705,0.260873086769938,1
"46","M","1","1",1,"51",0.500676476399101,0.575058972287905,4
"50","M","3","1",1,"76",0.56450219051596,0.558453027081408,2
"52","M","2","1",1,"62",0.681067481517362,0.178681398752736,2
"73","M","6","1",1,"105",0.555271506315139,0.402640145835629,0
"106","M","1","1",1,"86",0.546632914264054,0.640914159695056,2
"135","M","1","1",1,"58",0.414821729885265,0.681971503947022,3
"230","M","2","1",1,"2",0.500585294673202,0.410944357354794,1
"70","F","1","1",1,"86",0.546632914264054,0.640914159695056,2
"223","F","9","1",1,"43",0.494217427051107,0.57947552834361,2
"61","F","2","1",1,"62",0.681067481517362,0.178681398752736,2
"236","F","1","1",1,"51",0.500676476399101,0.575058972287905,4
"183","F","2","1",1,"76",0.56450219051596,0.558453027081408,2
"149","F","5","1",1,"55",0.525654927500705,0.260873086769938,1
"121","F","2","1",1,"105",0.555271506315139,0.402640145835629,0
"172","F","1","1",1,"58",0.414821729885265,0.681971503947022,3
"152","F","1","1",1,"20",0.328983384348456,0.445781556888393,4
"51","F","1","1",1,"2",0.500585294673202,0.410944357354794,1
"108","M","2","1",0,"88",0.132682251494543,0.275741045560729,0
"32","F","5","1",0,"72",0.424220623340131,0.301898055772687,0
"40","F","2","1",0,"69",0.644149282090557,0.601689090438444,0
"31","F","2","1",0,"116",0.48258238164039,0.578986173633913,0
"139","F","2","1",0,"57",0.687218023442007,0.533489831496312,0
"149","F","5","2",1,"55",0.525654927500705,0.195654815077453,0
"223","F","9","2",1,"15",0.667930690953942,0.311974353395809,2
"61","F","2","2",1,"35",0.596701354618289,0.337058585206781,1
"183","F","2","2",1,"91",0.709036268560653,0.432443336457182,2
"121","F","2","2",1,"106",0.669310634750638,0.312785638891014,2
"40","F","2","2",1,"94",0.590318150336057,0.491293215451295,2
"4","F","2","2",1,"95",0.753158482534254,0.394620556929139,2
"11","F","1","2",1,"47",0.673779312182112,0.566516163823268,2
"119","F","6","2",1,"111",0.586374682050325,0.42867141888061,4
"157","F","8","2",1,"62",0.681067481517362,0.134011049064552,0
"191","F","4","2",1,"88",0.132682251494543,0.206805784170547,1
"207","F","1","2",1,"99",0.474841731094906,0.530482003452866,2
"213","F","5","2",1,"37",0.483027935890936,0.616187538945774,2
"237","F","1","2",1,"71",0.571491209433811,0.481072539472312,1
"32","F","5","2",0,"72",0.424220623340131,0.226423541829515,0
"31","F","2","2",0,"116",0.48258238164039,0.434239630225435,0
"139","F","2","2",0,"57",0.687218023442007,0.400117373622234,0
"5","M","2","2",1,"15",0.667930690953942,0.311974353395809,2
"50","M","3","2",1,"91",0.709036268560653,0.432443336457182,2
"73","M","6","2",1,"106",0.669310634750638,0.312785638891014,2
"13","M","11","2",1,"94",0.590318150336057,0.491293215451295,2
"102","M","1","2",1,"61",0.302722592181969,0.388114353480595,2
"103","M","3","2",1,"95",0.753158482534254,0.394620556929139,2
"105","M","1","2",1,"111",0.586374682050325,0.42867141888061,4
"113","M","2","2",1,"62",0.681067481517362,0.134011049064552,0
"142","M","3","2",1,"99",0.474841731094906,0.530482003452866,2
"163","M","1","2",1,"71",0.571491209433811,0.481072539472312,1
"168","M","3","2",0,"39",0.570437399104873,0.341421859959832,0
"170","M","2","2",0,"49",0.618090614925318,0.612837045781007,0
"174","M","3","2",0,"28",0.819733863026921,0.507137407517923,0
"175","M","2","2",0,"110",0.572799148538769,0.498863297027089,0
"4","F","2","3",1,"95",0.753158482534254,0.197310278464569,0
"157","F","8","3",1,"64",0.489703006577847,0.173747813273293,0
"149","F","5","3",1,"116",0.48258238164039,0.289493086816957,1
"223","F","9","3",1,"111",0.586374682050325,0.285780945920407,2
"119","F","6","3",1,"110",0.572799148538769,0.332575531351393,1
"191","F","4","3",1,"78",0.671200265822219,0.366176458813616,2
"213","F","5","3",1,"67",0.471603848218881,0.120088676894939,1
"247","F","3","3",1,"28",0.819733863026921,0.338091605011949,1
"34","F","3","3",1,"30",0.577930042161546,0.296295829508592,0
"77","F","2","3",1,"49",0.618090614925318,0.408558030520672,2
"145","F","5","3",1,"73",0.526346630377556,0.241250340123391,1
"169","F","4","3",1,"93",0.377239499308598,0.179699386923232,0
"233","F","5","3",1,"118",0.358460884284929,0.20128282099959,1
"235","F","2","3",1,"113",0.194589792372203,0.194328644037397,0
"32","F","5","3",0,"72",0.424220623340131,0.113211770914758,0
"176","F","1","3",0,"86",0.546632914264054,0.320457079847528,0
"206","F","2","3",0,"80",0.655745653145872,0.164580413028622,0
"170","M","2","3",1,"49",0.618090614925318,0.306418522890504,2
"174","M","3","3",1,"28",0.819733863026921,0.253568703758961,1
"175","M","2","3",1,"110",0.572799148538769,0.249431648513544,1
"113","M","2","3",1,"64",0.489703006577847,0.173747813273293,0
"50","M","3","3",1,"67",0.471603848218881,0.120088676894939,1
"73","M","6","3",1,"78",0.671200265822219,0.366176458813616,2
"13","M","11","3",1,"118",0.358460884284929,0.20128282099959,1
"142","M","3","3",1,"93",0.377239499308598,0.179699386923232,0
"168","M","3","3",1,"113",0.194589792372203,0.194328644037397,0
"98","M","2","3",1,"73",0.526346630377556,0.241250340123391,1
"91","M","1","3",1,"116",0.48258238164039,0.289493086816957,1
"41","M","3","3",0,"103",0.403350974561862,0.292581070639778,0
"129","M","1","3",0,"37",0.483027935890936,0.410791692630516,0
"187","M","2","3",0,"92",0.508569576468862,0.178607625114039,0
"195","M","7","3",0,"101",0.407139123812196,0.206235593591887,0
"215","M","8","3",0,"87",0.714459585333264,0.224046894342697,0
"244","M","1","3",0,"20",0.328983384348456,0.222890778444196,0
"249","M","1","3",0,"57",0.687218023442007,0.266744915748156,0
"191","F","4","4",1,"100",0.5256167814067,0.397262802394076,2
"247","F","3","4",1,"78",0.671200265822219,0.549264688220424,4
"169","F","4","4",1,"7",0.394323438552275,0.254432022228142,1
"233","F","5","4",1,"85",0.586176020355211,0.505453388918419,2
"235","F","2","4",1,"13",0.45656409894319,0.489762701407527,2
"157","F","8","4",1,"103",0.403350974561862,0.438871605959666,1
"149","F","5","4",1,"92",0.508569576468862,0.267911437671058,2
"223","F","9","4",1,"48",0.639592006733883,0.349939750287702,1
"119","F","6","4",1,"59",0.655860587308857,0.368881018249699,1
"213","F","5","4",1,"43",0.494217427051107,0.434606646257707,1
"34","F","3","4",1,"41",0.6181344788006,0.488855144604169,2
"77","F","2","4",1,"63",0.608370412314527,0.273656981800051,0
"145","F","5","4",1,"16",0.517391179760558,0.212476388042453,0
"100","F","1","4",1,"82",0.700499517279251,0.249930456607351,0
"126","F","1","4",1,"28",0.819733863026921,0.507137407517923,2
"130","F","2","4",1,"71",0.571491209433811,0.481072539472312,1
"154","F","4","4",1,"101",0.407139123812196,0.30935339038783,1
"158","F","1","4",1,"87",0.714459585333264,0.336070341514045,0
"234","F","2","4",1,"113",0.194589792372203,0.291492966056095,1
"32","F","5","4",0,"72",0.424220623340131,0.0849088281860682,0
"206","F","2","4",0,"80",0.655745653145872,0.123435309771466,0
"182","F","9","4",0,"39",0.570437399104873,0.341421859959832,0
"41","M","3","4",1,"103",0.403350974561862,0.219435802979833,1
"13","M","11","4",1,"85",0.586176020355211,0.505453388918419,2
"142","M","3","4",1,"7",0.394323438552275,0.254432022228142,1
"168","M","3","4",1,"13",0.45656409894319,0.489762701407527,2
"17","M","5","4",1,"28",0.819733863026921,0.507137407517923,2
"148","M","8","4",1,"63",0.608370412314527,0.273656981800051,0
"29","M","5","4",1,"71",0.571491209433811,0.481072539472312,1
"79","M","4","4",1,"16",0.517391179760558,0.212476388042453,0
"120","M","2","4",1,"41",0.6181344788006,0.488855144604169,2
"203","M","3","4",1,"43",0.494217427051107,0.434606646257707,1
"226","M","4","4",0,"107",0.493364324422579,0.286961962332545,0
"232","M","1","4",0,"76",0.56450219051596,0.418839770311056,0
"130","F","2","5",1,"71",0.571491209433811,0.481072539472312,1
"32","F","5","5",1,"72",0.424220623340131,0.0849088281860682,1
"233","F","5","5",1,"66",0.315883030127238,0.345352866154736,1
"157","F","8","5",1,"23",0.436109120803885,0.529185505063568,3
"213","F","5","5",1,"47",0.673779312182112,0.755354885097691,3
"145","F","5","5",1,"112",0.46371888620961,0.590887120599718,2
"191","F","4","5",1,"22",0.523978252364783,0.384560885150164,1
"223","F","9","5",1,"5",0.64553194329259,0.562682140193606,2
"119","F","6","5",1,"107",0.493364324422579,0.382615949776727,1
"34","F","3","5",1,"84",0.455384098958492,0.559764892074107,3
"154","F","4","5",1,"20",0.328983384348456,0.445781556888393,4
"234","F","2","5",1,"87",0.714459585333264,0.448093788685393,2
"6","F","1","5",1,"59",0.655860587308857,0.491841357666265,1
