"birdID","Sex","Lifespan","Yr","Mated","Terrs","Poccup","Pfledge","Fledge"
"3","M","2","1",1,"122",0.178257568005931,0.31162208233781,1
"23","M","2","1",1,"125",0.851177658187225,0.594975852174684,1
"35","M","1","1",1,"174",0.737793994136155,0.2456422643736,0
"38","M","6","1",1,"146",0.118011516706263,0.264901409103141,0
"48","M","1","1",1,"262",0.268134376046566,0.0417817542864917,0
"52","M","1","1",1,"86",0.413832561965874,0.0366388924183907,0
"61","M","1","1",1,"127",0.215415849877639,0.14758226011552,1
"77","M","4","1",1,"71",0.141517604680073,0.253314527777957,2
"82","M","6","1",1,"181",0.508048488098489,0.789357142440232,3
"88","M","3","1",1,"287",0.964128779247403,0.775162565987557,2
"169","M","5","1",1,"212",0.454570760484785,0.17031856905669,0
"176","M","1","1",1,"101",0.285178635967895,0.539755248231813,1
"179","M","1","1",1,"129",0.451224103364438,0.114646334388528,1
"231","M","2","1",1,"242",0.721884485334158,0.556672659004107,2
"236","M","8","1",1,"221",0.26103721302934,0.645761751104146,1
"257","M","1","1",1,"81",0.193553136428818,0.53217657119967,4
"273","M","1","1",1,"171",0.536154125961201,0.0374407184734213,0
"188","F","1","1",1,"221",0.26103721302934,0.645761751104146,1
"397","F","3","1",1,"174",0.737793994136155,0.2456422643736,0
"409","F","2","1",1,"287",0.964128779247403,0.775162565987557,2
"163","F","1","1",1,"125",0.851177658187225,0.594975852174684,1
"83","F","5","1",1,"242",0.721884485334158,0.556672659004107,2
"212","F","4","1",1,"129",0.451224103364438,0.114646334388528,1
"441","F","3","1",1,"101",0.285178635967895,0.539755248231813,1
"384","F","5","1",1,"181",0.508048488098489,0.789357142440232,3
"263","F","2","1",1,"122",0.178257568005931,0.31162208233781,1
"320","F","2","1",1,"146",0.118011516706263,0.264901409103141,0
"56","F","1","1",1,"171",0.536154125961201,0.0374407184734213,0
"307","F","2","1",1,"86",0.413832561965874,0.0366388924183907,0
"66","F","2","1",1,"127",0.215415849877639,0.14758226011552,1
"431","F","4","1",1,"262",0.268134376046566,0.0417817542864917,0
"71","F","6","1",1,"212",0.454570760484785,0.17031856905669,0
"151","F","2","1",1,"71",0.141517604680073,0.253314527777957,2
"195","F","3","1",1,"81",0.193553136428818,0.53217657119967,4
"187","M","1","1",0,"271",0.941839975807458,0.595468278162458,0
"275","M","2","1",0,"60",0.833421231247485,0.108859837055206,0
"282","M","4","1",0,"38",0.301826606505872,0.549127488276055,0
"292","M","2","1",0,"79",0.913680339930579,0.414294592803344,0
"310","M","2","1",0,"281",0.34713906166234,0.172904993664133,0
"324","M","2","1",0,"173",0.430711715679939,0.131403244578067,0
"343","M","1","1",0,"10",0.293545448928049,0.224029704188246,0
"362","M","2","1",0,"11",0.849467607818677,0.0687595039984347,0
"364","M","2","1",0,"138",0.476978514682053,0.200215095955393,0
"469","M","14","1",0,"253",0.244120718765116,0.411789947335758,0
"479","M","5","1",0,"16",0.211602371654131,0.296501415030866,0
"482","M","4","1",0,"295",0.384883677493773,0.414884273777482,0
"487","M","2","1",0,"1",0.678674718695326,0.889445506246308,0
"488","M","4","1",0,"53",0.103460466323041,0.0544879360815585,0
"499","M","2","1",0,"248",0.952987381257117,0.469507782487199,0
"57","F","1","1",0,"176",0.819524463498965,0.962613434065133,0
"409","F","2","2",1,"225",0.195996713742633,0.594205146131572,2
"83","F","5","2",1,"8",0.82241247408092,0.649620670941207,1
"151","F","2","2",1,"299",0.385546002405634,0.356146407698495,1
"212","F","4","2",1,"238",0.917896725081501,0.707079609783467,4
"441","F","3","2",1,"77",0.554910064285201,0.154594413740862,0
"384","F","5","2",1,"182",0.643563111562439,0.372102136605318,2
"263","F","2","2",1,"253",0.244120718765116,0.308842460501819,0
"320","F","2","2",1,"59",0.936500381884041,0.726109734027707,4
"307","F","2","2",1,"1",0.678674718695326,0.667084129684731,2
"66","F","2","2",1,"106",0.220118790171047,0.369786163977088,3
"431","F","4","2",1,"226",0.407858137615131,0.0707048436870829,0
"71","F","6","2",1,"285",0.838394847232848,0.577069924911484,2
"195","F","3","2",1,"79",0.913680339930579,0.310720944602508,0
"19","F","2","2",1,"33",0.753209502669051,0.465894833207131,2
"22","F","2","2",1,"248",0.952987381257117,0.352130836865399,1
"69","F","4","2",1,"34",0.490898343501613,0.510576315165963,2
"73","F","3","2",1,"186",0.919138496974483,0.545724400843028,2
"75","F","1","2",1,"16",0.211602371654131,0.22237606127315,2
"87","F","2","2",1,"281",0.34713906166234,0.1296787452481,2
"109","F","2","2",1,"60",0.833421231247485,0.0816448777914045,0
"146","F","4","2",1,"265",0.904752924572676,0.139898740220815,1
"164","F","6","2",1,"138",0.476978514682053,0.150161321966545,0
"174","F","2","2",1,"173",0.430711715679939,0.0985524334335503,1
"312","F","2","2",1,"40",0.690269216662273,0.363780815270729,2
"321","F","2","2",1,"287",0.964128779247403,0.581371924490668,4
"326","F","6","2",1,"11",0.849467607818677,0.051569627998826,0
"334","F","5","2",1,"38",0.301826606505872,0.411845616207041,1
"336","F","18","2",1,"98",0.463811077490582,0.113790141171061,0
"347","F","5","2",1,"67",0.351964658359066,0.0622159842168912,0
"445","F","2","2",1,"84",0.959348364456942,0.730438958491731,3
"458","F","5","2",1,"242",0.721884485334158,0.41750449425308,2
"281","F","3","2",0,"18",0.30460980803617,0.321312992458022,0
"275","M","2","2",1,"60",0.833421231247485,0.0816448777914045,0
"282","M","4","2",1,"38",0.301826606505872,0.411845616207041,1
"292","M","2","2",1,"79",0.913680339930579,0.310720944602508,0
"310","M","2","2",1,"281",0.34713906166234,0.1296787452481,2
"324","M","2","2",1,"173",0.430711715679939,0.0985524334335503,1
"364","M","2","2",1,"138",0.476978514682053,0.150161321966545,0
"469","M","14","2",1,"253",0.244120718765116,0.308842460501819,0
"479","M","5","2",1,"16",0.211602371654131,0.22237606127315,2
"487","M","2","2",1,"1",0.678674718695326,0.667084129684731,2
"88","M","3","2",1,"299",0.195996713742633,0.356146407698495,1
"231","M","2","2",1,"225",0.82241247408092,0.594205146131572,2
"82","M","6","2",1,"106",0.220118790171047,0.369786163977088,3
"169","M","5","2",1,"77",0.554910064285201,0.154594413740862,0
"236","M","8","2",1,"98",0.463811077490582,0.113790141171061,0
"482","M","4","2",1,"33",0.753209502669051,0.465894833207131,2
"488","M","4","2",1,"226",0.407858137615131,0.0707048436870829,0
"190","M","2","2",1,"182",0.643563111562439,0.372102136605318,2
"207","M","4","2",1,"84",0.959348364456942,0.730438958491731,3
"215","M","17","2",1,"59",0.936500381884041,0.726109734027707,4
"259","M","1","2",1,"265",0.904752924572676,0.139898740220815,1
"267","M","3","2",1,"96",0.318964343518019,0.558946702920366,3
"70","M","6","2",0,"277",0.928541877736564,0.723717210036936,0
"293","M","4","2",0,"159",0.333204077705552,0.416534514391518,0
"376","M","2","2",0,"251",0.411501810205021,0.552874944029524,0
"387","M","1","2",0,"222",0.797253270920533,0.59656208300155,0
"388","M","2","2",0,"165",0.513769763224592,0.341748845256844,0
"412","M","3","2",0,"185",0.600768865834416,0.133690062661318,0
"432","M","1","2",0,"152",0.401100619012682,0.505591667629345,0
"460","M","1","2",0,"243",0.236469473125041,0.445083342870997,0
"463","M","1","2",0,"73",0.329178616682322,0.0559228265982548,0
"431","F","4","3",1,"226",0.407858137615131,0.0353524218435414,0
"441","F","3","3",1,"210",0.144316055117825,0.194626661594322,0
"445","F","2","3",1,"190",0.622462622122839,0.392504970077425,2
"83","F","5","3",1,"228",0.463973335810604,0.0169421390966223,0
"212","F","4","3",1,"236",0.892159892183287,0.16042963781901,1
"384","F","5","3",1,"50",0.543096223358963,0.113794152285907,0
"71","F","6","3",1,"265",0.904752924572676,0.0932658268138765,0
"195","F","3","3",1,"151",0.867774327751249,0.412794144707732,3
"19","F","2","3",1,"21",0.936308473526312,0.462564340279834,3
"22","F","2","3",1,"11",0.849467607818677,0.0343797519992173,1
"69","F","4","3",1,"186",0.919138496974483,0.363816267228685,0
"73","F","3","3",1,"181",0.508048488098489,0.394678571220116,2
"146","F","4","3",1,"104",0.456398299230746,0.149000191116509,1
"164","F","6","3",1,"230",0.755822575602013,0.195401539563296,1
"174","F","2","3",1,"242",0.721884485334158,0.278336329502054,2
"312","F","2","3",1,"165",0.513769763224592,0.227832563504562,1
"321","F","2","3",1,"251",0.411501810205021,0.368583296019682,0
