"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"304","M","4","1",1,240,0.626451775435003,0.11522196047008,1
"186","M","1","1",1,100,0.875962327700108,0.0493996834414109,0
"295","M","1","1",1,242,0.601047205505893,0.0978860495205581,0
"53","M","6","1",1,252,0.971299369546198,0.663227042066865,2
"18","M","1","1",1,155,0.945130911655724,0.371310656622138,2
"480","M","5","1",1,131,0.599626804124755,0.0876596398302354,0
"252","M","1","1",1,287,0.823935619089753,0.193589900501226,1
"182","M","3","1",1,123,0.593543215189129,0.0284382293402556,0
"28","M","6","1",1,95,0.59511721215984,0.123057788237929,2
"242","M","4","1",1,118,0.641606250009201,0.320643730927259,2
"300","M","2","1",1,298,0.816005407366902,0.21154063018249,0
"9","F","1","1",1,95,0,0,2
"87","F","9","1",1,123,0,0,0
"88","F","2","1",1,131,0,0,0
"107","F","7","1",1,100,0,0,0
"165","F","11","1",1,155,0,0,2
"169","F","2","1",1,252,0,0,2
"212","F","1","1",1,242,0,0,0
"241","F","1","1",1,287,0,0,1
"291","F","3","1",1,298,0,0,0
"306","F","2","1",1,118,0,0,2
"342","F","7","1",1,240,0,0,1
"394","M","6","1",0,177,0.457971074583194,0.386674726672936,0
"26","M","5","1",0,120,0.530165396718388,0.517853750323411,0
"347","M","1","1",0,158,0.081461254041642,0.062735980581444,0
"454","M","1","1",0,90,0.382695593172684,0.473495462738616,0
"298","M","2","1",0,40,0.204269435023889,0.214538700403034,0
"405","M","2","1",0,25,0.571121356682852,0.104519733315063,0
"425","M","5","1",0,263,0.319323315424085,0.347706591244787,0
"253","M","1","1",0,110,0.217797138961032,0.0718230469258048,0
"94","M","3","1",0,230,0.271958370227367,0.389383358055719,0
"175","M","8","1",0,69,0.606863255452741,0.444510299202384,0
"90","F","17","1",0,257,0,0,0
"91","F","1","1",0,269,0,0,0
"117","F","5","1",0,48,0,0,0
"141","F","1","1",0,167,0,0,0
"177","F","1","1",0,183,0,0,0
"194","F","1","1",0,4,0,0,0
"202","F","6","1",0,199,0,0,0
"248","F","3","1",0,104,0,0,0
"275","F","6","1",0,97,0,0,0
"308","F","7","1",0,88,0,0,0
"383","F","1","1",0,294,0,0,0
"412","F","2","1",0,286,0,0,0
"416","F","5","1",0,163,0,0,0
"423","F","11","1",0,205,0,0,0
"447","F","3","1",0,284,0,0,0
"459","F","7","1",0,232,0,0,0
"475","F","3","1",0,78,0,0,0
"479","F","2","1",0,288,0,0,0
"291","F","3","2",1,180,0,0,0
"306","F","2","2",1,241,0,0,1
"88","F","2","2",1,47,0,0,0
"169","F","2","2",1,235,0,0,1
"342","F","7","2",1,29,0,0,2
"117","F","5","2",1,132,0,0,0
"479","F","2","2",1,125,0,0,1
"12","F","2","2",1,267,0,0,3
"30","F","3","2",1,151,0,0,3
"95","F","8","2",1,155,0,0,1
"191","F","3","2",1,58,0,0,0
"199","F","2","2",1,186,0,0,2
"210","F","1","2",1,258,0,0,2
"302","F","1","2",1,156,0,0,1
"308","F","7","2",0,88,0,0,0
"107","F","7","2",0,141,0,0,0
"165","F","11","2",0,207,0,0,0
"90","F","17","2",0,124,0,0,0
"248","F","3","2",0,37,0,0,0
"275","F","6","2",0,223,0,0,0
"416","F","5","2",0,158,0,0,0
"423","F","11","2",0,208,0,0,0
"447","F","3","2",0,257,0,0,0
"475","F","3","2",0,146,0,0,0
