"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"174","M","2","1",1,184,0.917088157264516,0.107892895311298,0
"185","M","1","1",1,180,0.818096464499831,0.313681037466441,2
"173","M","6","1",1,199,0.535594101782761,0.557642169704195,4
"221","M","1","1",1,94,0.560521687148139,0.160632091861418,0
"46","M","1","1",1,211,0.783227106556296,0.0869408262060289,1
"163","M","2","1",1,6,0.585910025052726,0.00106811401780058,0
"51","M","3","1",1,186,0.999565680278465,0.0197758855255852,0
"323","M","3","1",1,28,0.908894588472322,0.215146114457007,0
"62","M","1","1",1,289,0.360895303543657,0.0206521981437071,0
"58","M","1","1",1,281,0.96612527500838,0.269643748110507,2
"226","M","1","1",1,95,0.629111709306017,0.289636601359021,0
"248","M","2","1",1,175,0.764750255271792,0.00450084329128365,0
"303","M","4","1",1,8,0.958795085633056,0.644141014083288,4
"213","M","3","1",1,78,0.980060319649056,0.310110621727366,0
"1","F","1","1",1,6,0,0,0
"9","F","2","1",1,211,0,0,1
"12","F","4","1",1,199,0,0,4
"32","F","2","1",1,175,0,0,0
"43","F","7","1",1,289,0,0,0
"45","F","2","1",1,186,0,0,0
"68","F","2","1",1,95,0,0,0
"156","F","6","1",1,184,0,0,0
"267","F","2","1",1,281,0,0,2
"270","F","1","1",1,28,0,0,0
"284","F","2","1",1,8,0,0,4
"315","F","1","1",1,94,0,0,0
"350","F","2","1",1,78,0,0,0
"356","F","1","1",1,180,0,0,2
"228","M","2","1",0,131,0.0936335658188909,0.235316155531724,0
"378","M","3","1",0,216,0.447468685684726,0.47257423929098,0
"335","M","2","1",0,196,0.256355944788083,0.0474727260709798,0
"209","M","1","1",0,284,0.46878975443542,0.0686483558596409,0
"60","M","1","1",0,32,0.28964830422774,0.0868609247282796,0
"232","M","1","1",0,280,0.0343714547343552,0.0200320442198477,0
"422","M","2","1",0,197,0.0254149490501732,0.387584763302109,0
"64","F","6","1",0,174,0,0,0
"164","F","1","1",0,222,0,0,0
"165","F","1","1",0,149,0,0,0
"225","F","3","1",0,273,0,0,0
"234","F","1","1",0,159,0,0,0
"251","F","11","1",0,9,0,0,0
"311","F","4","1",0,172,0,0,0
"375","F","2","1",0,49,0,0,0
"383","F","2","1",0,189,0,0,0
"420","F","4","1",0,193,0,0,0
"433","F","1","1",0,39,0,0,0
"455","F","2","1",0,279,0,0,0
"469","F","1","1",0,125,0,0,0
"494","F","1","1",0,160,0,0,0
"500","F","2","1",0,151,0,0,0
"45","F","2","2",1,186,0,0,0
"284","F","2","2",1,8,0,0,2
"350","F","2","2",1,78,0,0,1
"383","F","2","2",1,189,0,0,3
"32","F","2","2",1,167,0,0,2
"43","F","7","2",1,224,0,0,0
"267","F","2","2",1,216,0,0,1
"311","F","4","2",1,11,0,0,1
"500","F","2","2",1,187,0,0,3
"91","F","1","2",1,212,0,0,1
"105","F","6","2",1,116,0,0,1
"124","F","3","2",1,48,0,0,4
"149","F","4","2",1,28,0,0,2
"200","F","1","2",1,146,0,0,0
"273","F","5","2",1,38,0,0,0
"333","F","1","2",1,209,0,0,2
"355","F","2","2",1,22,0,0,0
"373","F","1","2",1,77,0,0,0
"64","F","6","2",0,174,0,0,0
"251","F","11","2",0,9,0,0,0
"375","F","2","2",0,49,0,0,0
"455","F","2","2",0,279,0,0,0
