"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"167","M","1","1",1,225,0.677946882322431,0.0626270478297695,0
"299","M","4","1",1,129,0.597253781240472,0.511492736754008,3
"46","M","1","1",1,218,0.825205524684861,0.0347117176152347,0
"103","M","4","1",1,160,0.531135691834483,0.681814701471012,3
"102","M","5","1",1,64,0.438274767492422,0.304504555708263,1
"38","M","3","1",1,113,0.215841101715341,0.0733667405466916,0
"470","M","3","1",1,222,0.752637129276991,0.0409378451585155,0
"474","M","3","1",1,39,0.169307261006907,0.486847441645542,1
"196","M","1","1",1,230,0.327073224587366,0.0804164279392214,0
"207","M","2","1",1,288,0.527338447282091,0.110719791615195,1
"454","M","4","1",1,200,0.582181878652484,0.0637486433261074,0
"355","M","1","1",1,22,0.639503770973533,0.0107059391820386,0
"352","M","1","1",1,70,0.429321850882843,0.0112893905531729,0
"309","M","1","1",1,94,0.128922054776922,0.177645195972243,0
"175","M","2","1",1,227,0.544465582119301,0.481187595004522,3
"37","F","1","1",1,218,0,0,0
"48","F","3","1",1,70,0,0,0
"81","F","4","1",1,94,0,0,0
"113","F","1","1",1,222,0,0,0
"133","F","1","1",1,160,0,0,3
"166","F","3","1",1,22,0,0,0
"172","F","1","1",1,129,0,0,3
"204","F","17","1",1,200,0,0,0
"336","F","11","1",1,227,0,0,3
"345","F","4","1",1,230,0,0,0
"357","F","3","1",1,64,0,0,1
"360","F","3","1",1,113,0,0,0
"385","F","1","1",1,288,0,0,1
"467","F","1","1",1,225,0,0,0
"476","F","2","1",1,39,0,0,1
"442","M","5","1",0,121,0.813818672598348,0.0749173394870013,0
"156","M","1","1",0,145,0.593364747706801,0.0747903586053322,0
"276","M","3","1",0,147,0.168274188647047,0.109578630962204,0
"56","M","1","1",0,190,0.0608250251971185,0.124914048530199,0
"259","M","7","1",0,87,0.270679411054514,0.643283138038507,0
"241","M","4","1",0,178,0.828052956155703,0.101850766455755,0
"192","M","2","1",0,186,0.506341591710225,0.339866735973562,0
"6","M","8","1",0,77,0.144493627512907,0.27017354805646,0
"240","M","3","1",0,114,0.0343683925457299,0.313619771970783,0
"127","M","1","1",0,109,0.488190729171038,0.00613290030046301,0
"63","M","2","1",0,19,0.0196375150699168,0.265631694863495,0
"125","F","6","1",0,142,0,0,0
"278","F","4","1",0,180,0,0,0
"287","F","3","1",0,66,0,0,0
"319","F","1","1",0,5,0,0,0
"343","F","1","1",0,72,0,0,0
"449","F","2","1",0,40,0,0,0
"478","F","3","1",0,3,0,0,0
"488","F","1","1",0,51,0,0,0
"498","F","1","1",0,246,0,0,0
"287","F","3","2",1,66,0,0,NA
"48","F","3","2",1,186,0,0,2
"81","F","4","2",1,251,0,0,2
"166","F","3","2",1,254,0,0,0
"357","F","3","2",1,192,0,0,2
"449","F","2","2",1,168,0,0,0
"478","F","3","2",1,29,0,0,0
"4","F","1","2",1,17,0,0,0
"12","F","1","2",1,117,0,0,1
"15","F","3","2",1,195,0,0,2
"72","F","1","2",1,281,0,0,0
"73","F","1","2",1,234,0,0,0
"152","F","2","2",1,111,0,0,1
"168","F","4","2",1,215,0,0,1
"182","F","1","2",1,5,0,0,2
"228","F","3","2",1,142,0,0,2
"282","F","1","2",1,199,0,0,1
"369","F","3","2",1,217,0,0,0
"406","F","1","2",1,121,0,0,0
"407","F","1","2",1,22,0,0,0
"461","F","6","2",1,196,0,0,2
"278","F","4","2",0,180,0,0,0
"204","F","17","2",0,131,0,0,0
"336","F","11","2",0,67,0,0,0
"345","F","4","2",0,74,0,0,0
"360","F","3","2",0,165,0,0,0
"125","F","6","2",0,89,0,0,0
"22","F","2","2",0,189,0,0,0
"233","F","3","2",0,275,0,0,0
"254","F","3","2",0,140,0,0,0
"312","F","1","2",0,209,0,0,0
"317","F","2","2",0,24,0,0,0
"339","F","6","2",0,224,0,0,0
"382","F","3","2",0,185,0,0,0
"408","F","3","2",0,139,0,0,0
"422","F","4","2",0,49,0,0,0
"442","M","5","2",1,121,0.813818672598348,0.056188004615251,0
"192","M","2","2",1,186,0.506341591710225,0.254900051980171,2
"103","M","4","2",1,195,0.531135691834483,0.511361026103259,2
"470","M","3","2",1,111,0.752637129276991,0.0307033838688866,1
"207","M","2","2",1,168,0.527338447282091,0.0830398437113963,0
"175","M","2","2",1,196,0.544465582119301,0.360890696253391,2
"241","M","4","2",1,17,0.828052956155703,0.076388074841816,0
"50","M","9","2",1,215,0.127949372022385,0.121208944194963,1
"140","M","3","2",1,234,0.858664135914296,0.0659947701708553,0
"183","M","9","2",1,180,0.762145582580287,0.342100358221434,0
"331","M","8","2",1,192,0.471810687175745,0.584272823268414,2
"332","M","1","2",1,117,0.858765132725239,0.377190194874555,1
"338","M","4","2",1,142,0.505886789561146,0.235875870042946,2
"368","M","3","2",1,281,0.823987009236589,0.000265512055305052,0
"395","M","3","2",1,214,0.475161048583686,0.41408862843558,1
"414","M","2","2",1,5,0.868540405994281,0.284717511473931,2
"240","M","3","2",0,114,0.0343683925457299,0.235214828978087,0
"102","M","5","2",0,154,0.438274767492422,0.228378416781197,0
"454","M","4","2",0,202,0.582181878652484,0.0478114824945806,0
"259","M","7","2",0,84,0.270679411054514,0.48246235352888,0
"55","M","6","2",0,79,0.85888980679984,0.231965030485298,0
"105","M","7","2",0,204,0.0410978513573014,0.587390177347981,0
"136","M","2","2",0,93,0.167323175584897,0.0530967831775084,0
"159","M","3","2",0,171,0.88732663472183,0.00313628570644789,0
"245","M","1","2",0,10,0.0688630128279328,0.111663547606189,0
"290","M","2","2",0,71,0.574371049180627,0.0842499970977508,0
"325","M","2","2",0,75,0.408929512137547,0.346544501234493,0
"446","M","2","2",0,41,0.553861420368776,0.320512205055183,0
"451","M","1","2",0,156,0.0475301572587341,0.250809482010623,0
"483","M","2","2",0,280,0.0730449936818331,0.301502164980082,0
"15","F","3","3",1,195,0,0,1
"228","F","3","3",1,142,0,0,1
"336","F","11","3",1,67,0,0,0
"339","F","6","3",1,224,0,0,NA
"166","F","3","3",1,136,0,0,0
"478","F","3","3",1,79,0,0,0
"152","F","2","3",1,229,0,0,0
"233","F","3","3",1,163,0,0,0
