"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"127","M","1","1",1,117,0.388388584833592,0.121607526581342,2
"28","M","1","1",1,98,0.71010331204161,0.024486510228369,1
"108","M","4","1",1,106,0.952265151108282,0.746848862268962,3
"279","M","3","1",1,5,0.548290693433955,0.0255795834524421,0
"335","M","1","1",1,229,0.749442353146151,0.233448359937947,2
"391","M","5","1",1,237,0.627325204417453,0.322803217568435,2
"491","M","4","1",1,68,0.508286191794103,0.437911756045651,2
"324","M","4","1",1,261,0.898759518168347,0.395433830854017,1
"166","M","6","1",1,292,0.850579087561038,0.286621575301979,1
"177","M","5","1",1,149,0.723159201116634,0.713567756291013,3
"267","M","1","1",1,10,0.812432363862172,0.0906224571923683,2
"5","F","2","1",1,106,0,0,3
"32","F","1","1",1,237,0,0,2
"59","F","1","1",1,5,0,0,0
"68","F","7","1",1,10,0,0,2
"170","F","3","1",1,261,0,0,1
"304","F","1","1",1,68,0,0,2
"313","F","1","1",1,292,0,0,1
"319","F","4","1",1,98,0,0,1
"354","F","1","1",1,229,0,0,2
"410","F","1","1",1,149,0,0,3
"481","F","4","1",1,117,0,0,2
"357","M","1","1",0,172,0.0882982723414898,0.0236465810228191,0
"120","M","1","1",0,139,0.484531861264259,0.469685468549413,0
"409","M","2","1",0,240,0.0619707531295717,0.135560927388055,0
"495","M","1","1",0,72,0.210296899080276,0.094715408326151,0
"63","M","3","1",0,155,0.491389914648607,0.131015081940607,0
"364","M","1","1",0,197,0.503671173471957,0.112146224542124,0
"14","M","1","1",0,125,0.634975444758311,0.61259125377412,0
"444","M","6","1",0,58,0.897178233061819,0.450932550360449,0
"303","M","8","1",0,238,0.643420470052716,0.63026223096542,0
"21","M","2","1",0,35,0.731591044459492,0.183379940977435,0
"93","M","1","1",0,36,0.162988190306351,0.368098389408294,0
"214","M","2","1",0,245,0.646489517297596,0.0258111504105409,0
"368","M","2","1",0,77,0.0148034440353513,0.15299681208628,0
"239","M","3","1",0,46,0.0738237833138555,0.269079588102196,0
"54","F","1","1",0,59,0,0,0
"66","F","7","1",0,147,0,0,0
"73","F","6","1",0,116,0,0,0
"167","F","14","1",0,114,0,0,0
"171","F","1","1",0,56,0,0,0
"197","F","3","1",0,87,0,0,0
"222","F","1","1",0,71,0,0,0
"223","F","3","1",0,97,0,0,0
"229","F","2","1",0,171,0,0,0
"310","F","1","1",0,241,0,0,0
"325","F","1","1",0,12,0,0,0
"350","F","1","1",0,277,0,0,0
"375","F","3","1",0,249,0,0,0
"397","F","2","1",0,25,0,0,0
"5","F","2","2",1,106,0,0,0
"375","F","3","2",1,249,0,0,NA
"170","F","3","2",1,138,0,0,0
"319","F","4","2",1,70,0,0,0
"116","F","1","2",1,243,0,0,3
"140","F","11","2",1,254,0,0,4
"169","F","1","2",1,180,0,0,3
"191","F","4","2",1,190,0,0,1
"195","F","2","2",1,290,0,0,2
"211","F","1","2",1,159,0,0,0
"212","F","3","2",1,248,0,0,0
"256","F","5","2",1,270,0,0,0
"259","F","3","2",1,161,0,0,0
"264","F","2","2",1,292,0,0,2
"314","F","4","2",1,98,0,0,0
"327","F","8","2",1,201,0,0,1
"346","F","3","2",1,164,0,0,2
"396","F","4","2",1,142,0,0,4
"428","F","4","2",1,22,0,0,1
"452","F","1","2",1,148,0,0,1
"73","F","6","2",0,116,0,0,0
"197","F","3","2",0,87,0,0,0
"223","F","3","2",0,97,0,0,0
"229","F","2","2",0,171,0,0,0
"397","F","2","2",0,25,0,0,0
"68","F","7","2",0,178,0,0,0
"481","F","4","2",0,244,0,0,0
"167","F","14","2",0,232,0,0,0
"84","F","6","2",0,256,0,0,0
"104","F","2","2",0,47,0,0,0
"193","F","5","2",0,170,0,0,0
"207","F","1","2",0,75,0,0,0
"299","F","7","2",0,165,0,0,0
"424","F","4","2",0,46,0,0,0
"498","F","5","2",0,111,0,0,0
"108","M","4","2",1,106,0.952265151108282,0.560136646701721,0
"166","M","6","2",1,22,0.850579087561038,0.214966181476484,1
"63","M","3","2",1,138,0.491389914648607,0.0982613114554549,0
"444","M","6","2",1,201,0.897178233061819,0.338199412770336,1
"303","M","8","2",1,148,0.643420470052716,0.472696673224065,1
"3","M","1","2",1,67,0.593258197419345,0.0238167585471676,0
"22","M","2","2",1,98,0.87504195747897,0.0720476369545489,0
"39","M","5","2",1,254,0.881543924162728,0.523275737359654,4
"215","M","3","2",1,180,0.248295495519415,0.421196407340475,3
"328","M","2","2",1,248,0.414895145222545,0.137607344590649,0
"384","M","1","2",1,190,0.60413681413047,0.149180778298528,1
"476","M","2","2",1,164,0.812333906069398,0.332302507768069,2
