"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"112","M","3","1",1,272,0.966929510934278,0.0540411957015873,0
"310","M","1","1",1,294,0.864069692092016,0.0485216207683518,1
"438","M","7","1",1,220,0.276719367789115,0.464162265622304,3
"353","M","1","1",1,35,0.964833463542163,0.16665352691569,2
"405","M","3","1",1,214,0.840278752613813,0.0314214860863203,0
"422","M","4","1",1,147,0.9970541032807,0.742713193350937,3
"215","M","3","1",1,162,0.664238089695573,0.29507023449862,1
"450","M","1","1",1,175,0.0605418800842017,0.326262815232784,1
"328","M","2","1",1,21,0.831036959309131,0.0556484654259009,0
"136","M","6","1",1,90,0.294832442289124,0.287677208252717,3
"15","F","1","1",1,21,0,0,0
"18","F","6","1",1,175,0,0,1
"235","F","5","1",1,162,0,0,1
"336","F","25","1",1,294,0,0,1
"399","F","1","1",1,220,0,0,3
"437","F","5","1",1,147,0,0,3
"449","F","1","1",1,272,0,0,0
"455","F","2","1",1,35,0,0,2
"479","F","6","1",1,214,0,0,0
"484","F","2","1",1,90,0,0,3
"108","M","1","1",0,111,0.452855861280113,0.0507056792300117,0
"499","M","1","1",0,232,0.188697500620037,0.00956691127667781,0
"448","M","1","1",0,96,0.272039185743779,0.0423730543072568,0
"394","M","6","1",0,177,0.364384383765327,0.738924141624011,0
"433","M","18","1",0,22,0.0203294004026254,0.617041687982386,0
"287","M","2","1",0,267,0.266788945766166,0.0613777237703086,0
"16","M","2","1",0,290,0.534619396086782,0.0350500126894955,0
"368","M","1","1",0,286,0.255799347767606,0.178205975841834,0
"107","M","7","1",0,58,0.0834730509324664,0.666857099862042,0
"474","M","1","1",0,6,0.00353062967769802,0.0886513695220732,0
"428","M","1","1",0,242,0.119211466284469,0.263140386673391,0
"138","M","3","1",0,266,0.161356170661747,0.0225728063218434,0
"348","M","1","1",0,130,0.22862326586619,0.416751964179137,0
"251","M","3","1",0,65,0.135342363268137,0.293826766342393,0
"179","M","7","1",0,50,0.138049491172845,0.724096963291374,0
"332","M","1","1",0,30,0.578683923464268,0.172538246184047,0
"116","M","3","1",0,15,0.542356416583061,0.0234903925026291,0
"192","M","4","1",0,24,0.972699222779717,0.299193493905477,0
"6","F","1","1",0,299,0,0,0
"37","F","1","1",0,145,0,0,0
"46","F","1","1",0,285,0,0,0
"137","F","2","1",0,71,0,0,0
"170","F","4","1",0,258,0,0,0
"186","F","9","1",0,246,0,0,0
"280","F","1","1",0,51,0,0,0
"289","F","4","1",0,155,0,0,0
"322","F","7","1",0,200,0,0,0
"412","F","1","1",0,80,0,0,0
"457","F","6","1",0,251,0,0,0
"490","F","3","1",0,128,0,0,0
"235","F","5","2",1,162,0,0,1
"186","F","9","2",1,246,0,0,NA
"18","F","6","2",1,132,0,0,0
