"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"24","M","1","1",1,31,0.725773632526398,0.508619333725326,3
"391","M","4","1",1,40,0.845887249790586,0.145810798800085,0
"160","M","7","1",1,98,0.846846677291908,0.23562127739516,1
"427","M","2","1",1,155,0.562029974302277,0.40086217027593,2
"19","M","1","1",1,73,0.750377723714337,0.117571123748937,0
"9","M","5","1",1,126,0.991751619989443,0.111423168273177,0
"329","M","7","1",1,12,0.895209217495052,0.744860059968133,3
"196","M","1","1",1,221,0.594244999811053,0.122478511114703,1
"173","M","4","1",1,34,0.77669417883376,0.360897264035884,1
"141","M","1","1",1,254,0.232863034820184,0.207274152873112,2
"226","M","4","1",1,265,0.831807485503662,0.720503118121997,4
"299","M","1","1",1,100,0.742337728850543,0.125203648606132,0
"149","M","1","1",1,16,0.800009544938803,0.147304893104748,0
"63","M","1","1",1,260,0.747092177625746,0.0759609892048823,0
"424","M","2","1",1,149,0.683426064439118,0.171092631922449,2
"20","F","3","1",1,126,0,0,0
"49","F","3","1",1,40,0,0,0
"56","F","1","1",1,149,0,0,2
"69","F","3","1",1,265,0,0,4
"128","F","2","1",1,155,0,0,2
"283","F","1","1",1,31,0,0,3
"322","F","1","1",1,100,0,0,0
"323","F","2","1",1,254,0,0,2
"344","F","7","1",1,16,0,0,0
"385","F","2","1",1,73,0,0,0
"400","F","3","1",1,260,0,0,0
"416","F","3","1",1,34,0,0,1
"445","F","1","1",1,221,0,0,1
"459","F","2","1",1,12,0,0,3
"486","F","2","1",1,98,0,0,1
"293","M","1","1",0,18,0.206325267674401,0.267360350377433,0
"97","M","4","1",0,294,0.911713084855332,0.577452911180444,0
"481","M","1","1",0,261,0.536989915883169,0.00177498470736718,0
"171","M","2","1",0,142,0.127823984017596,0.0340356453181377,0
"393","M","1","1",0,253,0.0989989128429443,0.291244792919561,0
"194","M","1","1",0,143,0.654766257386655,0.198523579832902,0
"374","M","2","1",0,241,0.875806792406365,0.0281944149797071,0
"105","M","4","1",0,68,0.665650676078441,0.334030415746383,0
"245","M","1","1",0,159,0.0104760150425136,0.130516817565344,0
"73","M","8","1",0,129,0.630998622430668,0.652329742427798,0
"34","M","1","1",0,271,0.26529124379158,0.105337195309214,0
"13","F","1","1",0,113,0,0,0
"37","F","6","1",0,193,0,0,0
"61","F","2","1",0,82,0,0,0
"236","F","1","1",0,192,0,0,0
"285","F","2","1",0,187,0,0,0
"331","F","6","1",0,94,0,0,0
"394","F","3","1",0,281,0,0,0
"398","F","1","1",0,216,0,0,0
"429","F","1","1",0,118,0,0,0
"49","F","3","2",1,139,0,0,0
"69","F","3","2",1,298,0,0,4
"20","F","3","2",1,62,0,0,1
"416","F","3","2",1,79,0,0,0
"459","F","2","2",1,3,0,0,1
"42","F","1","2",1,234,0,0,0
"131","F","6","2",1,300,0,0,3
"244","F","6","2",1,23,0,0,2
"279","F","1","2",1,165,0,0,0
"284","F","3","2",1,53,0,0,2
"292","F","9","2",1,141,0,0,0
"304","F","4","2",1,98,0,0,0
"315","F","2","2",1,222,0,0,2
"434","F","2","2",1,203,0,0,0
"489","F","1","2",1,5,0,0,0
"37","F","6","2",0,193,0,0,0
"61","F","2","2",0,82,0,0,0
"285","F","2","2",0,187,0,0,0
"331","F","6","2",0,94,0,0,0
"394","F","3","2",0,281,0,0,0
"128","F","2","2",0,14,0,0,0
"323","F","2","2",0,232,0,0,0
"344","F","7","2",0,182,0,0,0
"385","F","2","2",0,172,0,0,0
"400","F","3","2",0,1,0,0,0
"486","F","2","2",0,258,0,0,0
"27","F","5","2",0,233,0,0,0
"108","F","2","2",0,194,0,0,0
"144","F","4","2",0,211,0,0,0
"172","F","1","2",0,206,0,0,0
"174","F","4","2",0,259,0,0,0
"310","F","1","2",0,30,0,0,0
"327","F","1","2",0,260,0,0,0
"386","F","3","2",0,212,0,0,0
"407","F","5","2",0,135,0,0,0
"421","F","8","2",0,293,0,0,0
"493","F","2","2",0,73,0,0,0
"329","M","7","2",1,23,0.895209217495052,0.5586450449761,2
"173","M","4","2",1,3,0.77669417883376,0.270672948026913,1
"97","M","4","2",1,300,0.911713084855332,0.433089683385333,3
"73","M","8","2",1,55,0.630998622430668,0.489247306820848,2
"23","M","1","2",1,165,0.845033769495785,0.177636707483959,0
"40","M","4","2",1,222,0.878821485312624,0.560409799392801,2
"426","M","2","2",1,203,0.875408107647672,0.0147630416356535,0
"498","M","1","2",1,95,0.979663636768237,0.352469019308306,2
"129","M","2","2",0,245,0.478987656300887,0.103859537212348,0
"252","M","4","2",0,72,0.872207736368873,0.486540554033127,0
"294","M","2","2",0,223,0.309333561453968,0.08490446314649,0
"366","M","1","2",0,186,0.227748785866424,0.449459034504535,0
"377","M","1","2",0,185,0.192986502079293,0.203966426619979,0
"402","M","3","2",0,177,0.105055064428598,0.0247147760889372,0
"423","M","1","2",0,22,0.710131944390014,0.165484959083619,0
"394","F","3","3",1,281,0,0,NA
"386","F","3","3",1,212,0,0,NA
"49","F","3","3",1,236,0,0,0
"20","F","3","3",1,44,0,0,0
"244","F","6","3",1,95,0,0,0
"284","F","3","3",1,26,0,0,0
"292","F","9","3",1,49,0,0,0
"315","F","2","3",1,6,0,0,0
"434","F","2","3",1,156,0,0,0
"118","F","2","3",1,268,0,0,0
"418","F","2","3",1,252,0,0,0
"5","F","2","3",1,172,0,0,0
"18","F","2","3",1,277,0,0,0
"70","F","3","3",1,123,0,0,4
"74","F","2","3",1,209,0,0,0
"193","F","4","3",1,169,0,0,0
"246","F","1","3",1,229,0,0,0
"269","F","3","3",1,272,0,0,2
