"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"164","M","5","1",1,94,0.965590337680188,0.0254754816996865,0
"191","M","2","1",1,295,0.821204108418897,0.204839478171234,1
"245","M","1","1",1,244,0.318545616930351,0.531878651824849,2
"457","M","2","1",1,66,0.718590975273401,0.148174254770571,1
"480","M","5","1",1,197,0.862131195547712,0.0319780855206773,0
"332","M","5","1",1,131,0.622280433542959,0.616956179612316,2
"256","M","1","1",1,88,0.595435258699581,0.110372936324041,1
"199","M","2","1",1,82,0.283183228923008,0.182950965676719,1
"218","M","3","1",1,96,0.505465887486935,0.0677898307968388,0
"80","M","3","1",1,219,0.922445383155718,0.163394221279271,2
"28","F","2","1",1,96,0,0,0
"32","F","5","1",1,66,0,0,1
"76","F","2","1",1,88,0,0,1
"78","F","5","1",1,197,0,0,0
"210","F","1","1",1,295,0,0,1
"215","F","3","1",1,131,0,0,2
"302","F","2","1",1,82,0,0,1
"369","F","2","1",1,244,0,0,2
"372","F","2","1",1,94,0,0,0
"486","F","3","1",1,219,0,0,2
"291","M","2","1",0,216,0.367013995535672,0.272621193418599,0
"61","M","1","1",0,51,0.0852251532487571,0.342156334348292,0
"29","M","2","1",0,221,0.670395577792078,0.247530095398925,0
"333","M","2","1",0,211,0.0250739625189453,0.301634034261974,0
"239","M","3","1",0,93,0.0103695930447429,0.260492216413258,0
"58","M","2","1",0,112,0.411532807396725,0.313338950820744,0
"316","M","14","1",0,139,0.226418607349542,0.543774438358718,0
"415","M","3","1",0,163,0.364655520068482,0.184262993438717,0
"84","M","5","1",0,233,0.479856536453039,0.546411577728577,0
"129","M","10","1",0,20,0.197885408853432,0.54919939764454,0
"312","M","2","1",0,282,0.629754252266139,0.157852489261341,0
"75","M","1","1",0,92,0.169304861687124,0.420683586075033,0
"367","M","1","1",0,100,0.354378249961883,0.571018653965118,0
"281","M","2","1",0,245,0.602280405350029,0.351801254852711,0
"138","M","1","1",0,192,0.240861900616437,0.139623940675956,0
"38","M","5","1",0,298,0.635970208690503,0.463661051995587,0
"421","M","4","1",0,284,0.915573814959431,0.399265185697004,0
"104","F","7","1",0,37,0,0,0
"183","F","4","1",0,76,0,0,0
"189","F","2","1",0,227,0,0,0
"200","F","1","1",0,109,0,0,0
"216","F","3","1",0,178,0,0,0
"311","F","4","1",0,110,0,0,0
"371","F","7","1",0,259,0,0,0
"426","F","2","1",0,74,0,0,0
"430","F","1","1",0,232,0,0,0
"459","F","1","1",0,137,0,0,0
"476","F","3","1",0,287,0,0,0
"479","F","2","1",0,50,0,0,0
"500","F","5","1",0,4,0,0,0
"28","F","2","2",1,96,0,0,1
"32","F","5","2",1,66,0,0,0
"302","F","2","2",1,82,0,0,0
"372","F","2","2",1,165,0,0,0
"104","F","7","2",1,29,0,0,2
"183","F","4","2",1,205,0,0,1
"189","F","2","2",1,111,0,0,0
"476","F","3","2",1,94,0,0,2
"479","F","2","2",1,221,0,0,0
"500","F","5","2",1,48,0,0,0
"90","F","2","2",1,73,0,0,0
"173","F","6","2",1,170,0,0,0
"175","F","1","2",1,112,0,0,1
"197","F","4","2",1,245,0,0,1
"205","F","6","2",1,43,0,0,0
"236","F","1","2",1,25,0,0,0
"290","F","2","2",1,289,0,0,0
"434","F","1","2",1,282,0,0,0
"216","F","3","2",0,178,0,0,0
"311","F","4","2",0,110,0,0,0
"371","F","7","2",0,259,0,0,0
"426","F","2","2",0,74,0,0,0
"76","F","2","2",0,57,0,0,0
"78","F","5","2",0,4,0,0,0
"215","F","3","2",0,80,0,0,0
"486","F","3","2",0,281,0,0,0
"143","F","4","2",0,195,0,0,0
"145","F","3","2",0,141,0,0,0
"182","F","3","2",0,130,0,0,0
"232","F","2","2",0,248,0,0,0
"284","F","2","2",0,76,0,0,0
"296","F","3","2",0,90,0,0,0
"300","F","1","2",0,280,0,0,0
"327","F","4","2",0,172,0,0,0
"329","F","5","2",0,99,0,0,0
"364","F","4","2",0,65,0,0,0
"388","F","2","2",0,11,0,0,0
"496","F","6","2",0,246,0,0,0
"457","M","2","2",1,66,0.718590975273401,0.111130691077928,0
"199","M","2","2",1,82,0.283183228923008,0.13721322425754,0
"218","M","3","2",1,96,0.505465887486935,0.0508423730976291,1
"29","M","2","2",1,221,0.670395577792078,0.185647571549194,0
"58","M","2","2",1,112,0.411532807396725,0.235004213115558,1
"281","M","2","2",1,245,0.602280405350029,0.263850941139533,1
"480","M","5","2",1,170,0.862131195547712,0.023983564140508,0
"421","M","4","2",1,289,0.915573814959431,0.299448889272753,0
"26","M","2","2",1,111,0.428199653979391,0.0160240640128008,0
"193","M","4","2",1,73,0.934771374389406,0.00605553336208686,0
"258","M","4","2",1,29,0.917144212930046,0.529344440961722,2
"437","M","2","2",1,48,0.481156111229211,0.0621544074990413,0
"449","M","6","2",1,43,0.964653988654567,0.134875200223178,0
"333","M","2","2",0,211,0.0250739625189453,0.226225525696481,0
"332","M","5","2",0,22,0.622280433542959,0.462717134709237,0
"80","M","3","2",0,257,0.922445383155718,0.122545665959454,0
"415","M","3","2",0,125,0.364655520068482,0.138197245079038,0
"129","M","10","2",0,253,0.197885408853432,0.411899548233405,0
"10","M","3","2",0,92,0.293368042912334,0.112112674645324,0
"53","M","1","2",0,295,0.43344865553081,0.0852160592674413,0
"83","M","1","2",0,238,0.291034463793039,0.468846573720095,0
"119","M","3","2",0,229,0.298792959656566,0.114645638647022,0
"128","M","3","2",0,131,0.203363339649513,0.115872774878674,0
"147","M","1","2",0,250,0.742704713251442,0.104745207113215,0
"177","M","3","2",0,287,0.400321100605652,0.418982591195637,0
"202","M","1","2",0,212,0.605036970693618,0.419939703214466,0
"222","M","1","2",0,87,0.145190752111375,0.0557937710679016,0
"230","M","3","2",0,244,0.473566603846848,0.319441764978095,0
"272","M","1","2",0,35,0.851650661090389,0.552850222139428,0
"274","M","2","2",0,171,0.0451049017719925,0.27189737276581,0
"282","M","3","2",0,206,0.859585741534829,0.278175301549016,0
"304","M","7","2",0,24,0.220335611824382,0.205178800815118,0
"305","M","6","2",0,145,0.63268824628203,0.636949188017752,0
"310","M","2","2",0,30,0.761768590658903,0.525054386079902,0
"391","M","3","2",0,20,0.109832507790998,0.32206852689648,0
"104","F","7","3",1,29,0,0,1
"90","F","2","3",1,73,0,0,0
"173","F","6","3",1,170,0,0,0
"205","F","6","3",1,43,0,0,0
"290","F","2","3",1,289,0,0,0
"32","F","5","3",1,30,0,0,1
"183","F","4","3",1,21,0,0,0
"500","F","5","3",1,133,0,0,0
"311","F","4","3",1,279,0,0,0
"78","F","5","3",1,198,0,0,0
"215","F","3","3",1,228,0,0,1
"486","F","3","3",1,92,0,0,0
"329","F","5","3",1,257,0,0,0
"388","F","2","3",1,231,0,0,0
"496","F","6","3",1,137,0,0,0
"6","F","1","3",1,50,0,0,0
"30","F","2","3",1,206,0,0,2
"102","F","2","3",1,238,0,0,0
"338","F","5","3",1,100,0,0,2
"356","F","1","3",1,28,0,0,0
"435","F","5","3",1,77,0,0,3
"216","F","3","3",0,178,0,0,0
"371","F","7","3",0,259,0,0,0
"145","F","3","3",0,141,0,0,0
"182","F","3","3",0,130,0,0,0
"232","F","2","3",0,248,0,0,0
"364","F","4","3",0,65,0,0,0
"476","F","3","3",0,71,0,0,0
"197","F","4","3",0,291,0,0,0
"143","F","4","3",0,288,0,0,0
"296","F","3","3",0,165,0,0,0
"327","F","4","3",0,55,0,0,0
"31","F","5","3",0,169,0,0,0
"120","F","2","3",0,62,0,0,0
"188","F","1","3",0,278,0,0,0
"223","F","4","3",0,59,0,0,0
"260","F","5","3",0,273,0,0,0
"295","F","3","3",0,38,0,0,0
"387","F","3","3",0,205,0,0,0
"411","F","1","3",0,134,0,0,0
"445","F","5","3",0,221,0,0,0
