"birdID","Sex","Lifespan","Yr","Mated","Terrs","pMate","pFledge","Fledge"
"250","M","3","1",1,231,0.624514128547162,0.492992398553535,2
"197","M","4","1",1,45,0.228116832803716,0.0849512123968452,0
"355","M","1","1",1,168,0.428730506217107,0.330025781585659,1
"8","M","1","1",1,274,0.0720913629047573,0.148761015149418,0
"449","M","5","1",1,234,0.901693444298908,0.100352420588024,0
"177","M","2","1",1,12,0.120924110058695,0.417874302702323,3
"359","M","7","1",1,39,0.179294524793976,0.662936424760718,4
"376","M","2","1",1,287,0.605586617719382,0.38891323051459,3
"77","M","5","1",1,6,0.938087502123581,0.537912783329375,3
"41","F","1","1",1,274,0,0,0
"74","F","2","1",1,234,0,0,0
"98","F","7","1",1,287,0,0,3
"99","F","4","1",1,231,0,0,2
"189","F","4","1",1,45,0,0,0
"231","F","1","1",1,12,0,0,3
"240","F","2","1",1,168,0,0,1
"281","F","1","1",1,6,0,0,3
"337","F","1","1",1,39,0,0,4
"49","M","13","1",0,82,0.169107593353924,0.506636504737793,0
"385","M","3","1",0,15,0.398811645107344,0.291085774471431,0
"233","M","2","1",0,128,0.460855166427791,0.047799694731059,0
"141","M","1","1",0,294,0.565158614423126,0.27460459439758,0
"351","M","2","1",0,280,0.174420987488702,0.18447327771357,0
"393","M","1","1",0,162,0.0153255839832127,0.18053663734623,0
"315","M","2","1",0,213,0.172323530074209,0.0857910923694605,0
"15","M","14","1",0,37,0.205583488247846,0.472583570463861,0
"444","M","3","1",0,219,0.0830629072152078,0.0566194041341166,0
"32","M","5","1",0,49,0.678093255454229,0.321693693520501,0
"26","M","1","1",0,148,0.171677199192345,0.348938285110896,0
"5","F","10","1",0,278,0,0,0
"17","F","6","1",0,257,0,0,0
"57","F","2","1",0,22,0,0,0
"81","F","4","1",0,110,0,0,0
"182","F","4","1",0,94,0,0,0
"200","F","1","1",0,203,0,0,0
"245","F","6","1",0,182,0,0,0
"299","F","1","1",0,106,0,0,0
"301","F","3","1",0,88,0,0,0
"329","F","2","1",0,154,0,0,0
"345","F","2","1",0,253,0,0,0
"352","F","2","1",0,142,0,0,0
"375","F","4","1",0,199,0,0,0
"384","F","3","1",0,179,0,0,0
"387","F","2","1",0,249,0,0,0
"396","F","1","1",0,98,0,0,0
"399","F","7","1",0,70,0,0,0
"402","F","1","1",0,71,0,0,0
"406","F","2","1",0,187,0,0,0
"432","F","3","1",0,184,0,0,0
"448","F","2","1",0,298,0,0,0
"182","F","4","2",1,94,0,0,NA
"406","F","2","2",1,187,0,0,NA
"448","F","2","2",1,298,0,0,1
"74","F","2","2",1,165,0,0,1
"98","F","7","2",1,217,0,0,0
"99","F","4","2",1,205,0,0,0
"240","F","2","2",1,40,0,0,0
"107","F","2","2",1,143,0,0,1
"184","F","3","2",1,117,0,0,0
"246","F","1","2",1,74,0,0,0
"247","F","5","2",1,284,0,0,1
"287","F","2","2",1,159,0,0,1
"291","F","1","2",1,108,0,0,1
"371","F","1","2",1,256,0,0,2
"386","F","2","2",1,88,0,0,3
"411","F","2","2",1,251,0,0,1
"464","F","3","2",1,24,0,0,0
"500","F","1","2",1,297,0,0,0
"17","F","6","2",0,257,0,0,0
"57","F","2","2",0,22,0,0,0
"81","F","4","2",0,110,0,0,0
"329","F","2","2",0,154,0,0,0
"345","F","2","2",0,253,0,0,0
"375","F","4","2",0,199,0,0,0
"384","F","3","2",0,179,0,0,0
"387","F","2","2",0,249,0,0,0
"399","F","7","2",0,70,0,0,0
"432","F","3","2",0,184,0,0,0
"189","F","4","2",0,126,0,0,0
"301","F","3","2",0,132,0,0,0
"31","F","1","2",0,92,0,0,0
"78","F","2","2",0,78,0,0,0
"91","F","1","2",0,113,0,0,0
"175","F","2","2",0,153,0,0,0
"180","F","7","2",0,222,0,0,0
"261","F","2","2",0,30,0,0,0
"284","F","1","2",0,133,0,0,0
"293","F","1","2",0,65,0,0,0
"374","F","2","2",0,190,0,0,0
"405","F","5","2",0,157,0,0,0
"250","M","3","2",1,108,0.624514128547162,0.369744298915151,1
"197","M","4","2",1,251,0.228116832803716,0.0637134092976339,1
"77","M","5","2",1,165,0.938087502123581,0.403434587497031,1
"49","M","13","2",1,159,0.169107593353924,0.379977378553345,1
"21","M","4","2",1,88,0.423479477245842,0.474096783204004,3
"62","M","3","2",1,117,0.825580224394798,0.0246857710172756,0
